"CID","Pincode","CityName/AreaName","State","Latitude","Longitude"
"2191","389155","Garbada","Gujarat","22.613166809082030","73.990432739257810"
"2192","389160","Freeland Ganj Dahod","Gujarat","22.840938568115234","74.236549377441400"
"2193","389172","Fatepura (Pm)","Gujarat","23.091617584228516","73.967247009277340"
"2194","389175","Sanjeli","Gujarat","23.030134201049805","73.966705322265620"
"2195","389180","Limdi Pm","Gujarat","22.996101379394530","74.177742004394530"
"2196","389230","Mandvi","Gujarat","23.134325027465820","73.612747192382810"
"2197","389232","Bakor","Gujarat","23.348588943481445","73.611030578613280"
"2198","389240","Kadana","Gujarat","23.305969238281250","73.787155151367190"
"2199","389260","Santrampur","Gujarat","23.182971954345703","73.821899414062500"
"2200","389310","Deiol","Gujarat","22.604856491088867","73.549240112304690"
"2201","389330","Kalol P M","Gujarat","22.601804733276367","73.463462829589840"
"2202","389350","Halol","Gujarat","22.508762359619140","73.453025817871100"
"2203","389365","Ghogamba","Gujarat","22.562515258789062","73.629516601562500"
"2204","389390","Jambughoda","Gujarat","22.360298156738280","73.719276428222660"
"2205","390001","Vadodara","Gujarat","22.301156997680664","73.204559326171880"
"2206","390002","Chhani Road","Gujarat","22.328363418579100","73.181282043457030"
"2207","390003","Vadodara Chemical Industr","Gujarat","22.327135086059570","73.159477233886720"
"2208","390004","Vadodara Pratapnagar","Gujarat","22.278963088989258","73.209396362304690"
"2209","390005","Akota","Gujarat","22.308015823364258","73.180404663085940"
"2210","390006","Harni Aerodrame","Gujarat","22.313444137573242","73.217773437500000"
"2211","390007","Vadodara Race Course","Gujarat","22.307691574096680","73.165588378906250"
"2212","390008","Vadodara E M E School","Gujarat","22.324871063232422","73.190826416015620"
"2213","390009","Vadodara O N G C Colony","Gujarat","22.277387619018555","73.205139160156250"
"2214","390010","Vadodara Makarpura I E","Gujarat","22.262943267822266","73.190521240234380"
"2215","390011","Vadodara Manjalpur","Gujarat","22.275814056396484","73.192100524902340"
"2216","390012","Vadodara Atlardra","Gujarat","22.283365249633790","73.160774230957030"
"2217","390013","Vadodara Maneja","Gujarat","22.237520217895508","73.186798095703120"
"2218","390015","Vadodara Vidyutnagar Colo","Gujarat","22.297815322875977","73.155761718750000"
"2219","390016","Vadodara Ind Estate","Gujarat","22.336311340332030","73.153358459472660"
"2220","390017","Gendigate","Gujarat","22.294147491455078","73.217987060546880"
"2221","390018","Vadodara Kareli Bag","Gujarat","22.317432403564453","73.207550048828120"
"2222","390019","Vaghodia Road","Gujarat","22.303022384643555","73.232093811035160"
"2223","391105","Chandod","Gujarat","21.986696243286133","73.454536437988280"
"2224","391107","Thuvavi","Gujarat","22.129161834716797","73.404045104980470"
"2225","391110","Vadodari Bhaghol","Gujarat","22.144809722900390","73.402351379394530"
"2226","391120","Tilakwada","Gujarat","22.008255004882812","73.553543090820310"
"2227","391145","Sankheda","Gujarat","22.178144454956055","73.602516174316400"
"2228","391150","Naswadi","Gujarat","22.035886764526367","73.735145568847660"
"2229","391152","Gad Boriad","Gujarat","22.038602828979492","73.880874633789060"
"2230","391155","Jabugam","Gujarat","22.350551605224610","73.770912170410160"
"2231","391165","Chhota Udepur","Gujarat","22.330926895141600","74.036231994628900"
"2232","391168","Panvad","Gujarat","22.188774108886720","74.048980712890620"
"2233","391175","Kadipani","Gujarat","22.000648498535156","74.076873779296880"
"2234","391310","Bajwa","Gujarat","22.368669509887695","73.141525268554690"
"2235","391440","Padra","Gujarat","22.247222900390625","73.085609436035160"
"2236","391510","Jarod","Gujarat","22.347011566162110","73.377876281738280"
"2237","391520","Samlaya R S","Gujarat","22.525314331054688","73.286819458007810"
"2238","391740","Chhani","Gujarat","22.350238800048828","73.175476074218750"
"2239","391810","Gajera","Gujarat","22.128669738769530","72.800430297851560"
"2240","392001","Gayatri Nagar","Gujarat","21.704605102539062","72.989555358886720"
"2241","392011","Zadeshwar","Gujarat","21.718456268310547","73.028099060058600"
"2242","392015","Narmadanagar","Gujarat","21.726568222045900","73.026153564453120"
"2243","392020","Dayadra","Gujarat","21.792282104492188","72.930442810058600"
"2244","392021","Pariej","Gujarat","21.755771636962890","73.018074035644530"
"2245","392040","Tankan","Gujarat","22.020830154418945","72.661560058593750"
"2246","392130","Dahej","Gujarat","21.712806701660156","72.616279602050780"
"2247","392150","Jambusar Bazar","Gujarat","22.024765014648438","72.822334289550780"
"2248","392165","Pakhajan","Gujarat","21.792041778564453","72.742042541503900"
"2249","392210","Nabipur","Gujarat","21.828571319580078","73.096305847167970"
"2250","392220","Palej","Gujarat","21.923389434814453","73.075057983398440"
"2251","392230","Ikhar","Gujarat","21.954973220825195","73.038429260253900"
"2252","392240","Tankaria","Gujarat","21.883039474487305","73.010513305664060"
"2253","393010","O N G C Ankleshwar","Gujarat","21.677658081054688","73.019187927246100"
"2254","393020","Sajod","Gujarat","21.615957260131836","72.896789550781250"
"2255","393030","Hansot","Gujarat","21.586074829101562","72.822380065917970"
"2256","393040","Dediapada","Gujarat","21.627346038818360","73.591819763183600"
"2257","393050","Sagbara","Gujarat","21.498458862304688","73.780326843261720"
"2258","393115","Rajpardi","Gujarat","21.770105361938477","73.223190307617190"
"2259","393120","Umalla","Gujarat","21.792272567749023","73.293899536132810"
"2260","393125","Deheli","Gujarat","21.628837585449220","72.956657409667970"
"2261","393145","Vadia Colony","Gujarat","21.877431869506836","73.501876831054690"
"2262","394105","Utran P H C","Gujarat","21.240667343139650","72.869750976562500"
"2263","394115","Panol","Gujarat","21.551202774047850","72.999526977539060"
"2264","394120","Tarsadi","Gujarat","21.447759628295900","72.945861816406250"
"2265","394125","Hathuran","Gujarat","21.499505996704100","72.970161437988280"
"2266","394155","Ghala","Gujarat","21.267898559570312","73.035606384277340"
"2267","394160","Mandvi Surat","Gujarat","21.260837554931640","73.304450988769530"
"2268","394170","Tadkeshwar","Gujarat","21.350008010864258","73.092506408691400"
"2269","394180","Kamrej","Gujarat","21.274221420288086","72.971069335937500"
"2270","394185","Kamrej Char Rasta","Gujarat","21.266910552978516","72.953460693359380"
"2271","394210","Udhna","Gujarat","21.162134170532227","72.854644775390620"
"2272","394220","Baroda Rayon","Gujarat","21.149995803833008","72.830245971679690"
"2273","394221","Pandesara I E","Gujarat","21.146604537963867","72.832588195800780"
"2274","394230","Sachin","Gujarat","21.085941314697266","72.869873046875000"
"2275","394235","Lajpor","Gujarat","21.077781677246094","72.889572143554690"
"2276","394243","Umra","Gujarat","21.015163421630860","72.736907958984380"
"2277","394250","Mahuva N","Gujarat","21.017818450927734","73.139831542968750"
"2278","394270","Hajira","Gujarat","21.112674713134766","72.644371032714840"
"2279","394305","Chalthan","Gujarat","21.143913269042970","72.922180175781250"
"2280","394310","Gangadhra R S","Gujarat","21.155311584472656","72.977073669433600"
"2281","394315","Palsana","Gujarat","21.102361679077150","72.981330871582030"
"2282","394325","Umbhel","Gujarat","21.205900192260742","72.974578857421880"
"2283","394327","Kadodara","Gujarat","21.166267395019530","72.964408874511720"
"2284","394330","Orna","Gujarat","21.269689559936523","73.088066101074220"
"2285","394335","Kadod","Gujarat","21.203088760375977","73.219429016113280"
"2286","394340","Madhi","Gujarat","21.182197570800780","73.259979248046880"
"2287","394375","Uchhal","Gujarat","21.274227142333984","73.799636840820310"
"2288","394440","Zankhavav","Gujarat","21.443828582763672","73.338462829589840"
"2289","394445","Umarpada","Gujarat","21.465591430664062","73.570350646972660"
"2290","394540","Olpad","Gujarat","21.332946777343750","72.757728576660160"
"2291","394601","Bardoli H Q","Gujarat","21.125768661499023","73.109107971191400"
"2292","394650","R S","Gujarat","21.109279632568360","73.395324707031250"
"2293","394660","Central Pulp Mills","Gujarat","21.197111129760742","73.571662902832030"
"2294","394670","Fort Songadh","Gujarat","21.166927337646484","73.561767578125000"
"2295","394680","Cenral Colony","Gujarat","21.244138717651367","73.557800292968750"
"2296","394710","Ahwa Dangs","Gujarat","20.752643585205078","73.675544738769530"
"2297","394720","Saputara","Gujarat","20.617912292480470","73.741683959960940"
"2298","394730","Waghai","Gujarat","20.760143280029297","73.509460449218750"
"2299","394810","Illav","Gujarat","21.490228652954100","72.851493835449220"
"2300","395002","Sagrampura","Gujarat","21.182395935058594","72.825088500976560"
"2301","395003","Salabatpura","Gujarat","21.203254699707030","72.832771301269530"
"2302","395005","Ramnagar","Gujarat","21.219461441040040","72.799827575683600"
"2303","396001","Chhipwad","Gujarat","20.612258911132812","72.927719116210940"
"2304","396020","Bamti","Gujarat","20.548801422119140","72.918144226074220"
"2305","396030","Hanuman Bhagda","Gujarat","20.641000747680664","72.925010681152340"
"2306","396065","Nani Vahial","Gujarat","20.314252853393555","73.239173889160160"
"2307","396125","Damnizumpa","Gujarat","20.524164199829100","72.980552673339840"
"2308","396126","Nana Pondha","Gujarat","20.389453887939453","73.154113769531250"
"2309","396135","Nargol","Gujarat","20.233469009399414","72.753433227539060"
"2310","396145","Pardi Paria","Gujarat","20.426881790161133","72.980072021484380"
"2311","396170","Umargam","Gujarat","20.184583663940430","72.760444641113280"
"2312","396171","Umargam I E","Gujarat","20.169105529785156","72.770179748535160"
"2313","396180","Udvada","Gujarat","20.470664978027344","72.890792846679690"
"2314","396185","Udvada R S","Gujarat","20.465427398681640","72.918342590332030"
"2315","396210","Daman","Daman and Diu","20.426399230957030","72.845108032226560"
"2316","396220","Moti Daman","Daman and Diu","20.395149230957030","72.841339111328120"
"2317","396230","Silvasa","Dadar and Nagar Haveli","20.269281387329100","73.006813049316400"
"2318","396235","Naroli","Dadar and Nagar Haveli","20.262210845947266","72.940795898437500"
"2319","396240","Karad","Dadar and Nagar Haveli","20.212800979614258","73.033828735351560"
"2320","396321","R S","Gujarat","20.758935928344727","72.975517272949220"
"2321","396360","Gandevi","Gujarat","20.853597640991210","72.993247985839840"
"2322","396370","Kachchha","Gujarat","20.838832855224610","72.973312377929690"
"2323","396385","Untdi","Gujarat","20.715473175048828","72.922897338867190"
"2324","396403","Aat","Gujarat","20.785963058471680","72.889686584472660"
"2325","396406","Abrama","Gujarat","20.863067626953125","72.907722473144530"
"2326","396415","Dabhel","Gujarat","21.032964706420900","72.956809997558600"
"2327","396424","Kabilpore","Gujarat","20.953569412231445","72.959831237792970"
"2328","396427","Kaliavadi","Gujarat","20.951572418212890","72.970916748046880"
"2329","396445","Udyognagar","Gujarat","20.948049545288086","72.928939819335940"
"2330","396450","Eru Agri College","Gujarat","20.927343368530273","72.907356262207030"
"2331","396460","Panar","Gujarat","20.804101943969727","72.860939025878900"
"2332","396469","Ugat","Gujarat","20.955196380615234","73.048873901367190"
"2333","396521","Chikhli","Gujarat","20.759107589721680","73.063934326171880"
"2334","396530","Degam","Gujarat","20.806678771972656","73.085540771484380"
"2335","396540","Fadvel","Gujarat","20.742431640625000","73.178855895996100"
"2336","396590","Unai","Gujarat","20.852363586425780","73.337303161621100"
"2337","400001","Adam Stores","Maharashtra","18.910875320434570","72.819473266601560"
"2338","400002","Kaivalyadham","Maharashtra","18.956014633178710","72.835159301757810"
"2339","400003","Abdul Rehman St","Maharashtra","18.956064224243164","72.832527160644530"
"2340","400004","G V D P Chowk","Maharashtra","18.962465286254883","72.827140808105470"
"2341","400005","N A Sawant Marg (V B Rd)","Maharashtra","18.916862487792970","72.824317932128900"
"2342","400006","B.G. Kher Marg Ridge Road","Maharashtra","18.949872970581055","72.798400878906250"
"2343","400007","Gamdevi","Maharashtra","18.966346740722656","72.814910888671880"
"2344","400008","Undria Street Cross Lane","Maharashtra","18.961666107177734","72.832260131835940"
"2345","400009","Umerkhadi Cross Street","Maharashtra","18.957853317260742","72.835800170898440"
"2346","400010","B.P.T. Chawls W.Br. 1 To6","Maharashtra","18.965011596679688","72.839195251464840"
"2347","400011","N M Joshi Marg","Maharashtra","19.008655548095703","72.860260009765620"
"2348","400012","Vaishali Nagar","Maharashtra","19.000274658203125","72.840042114257810"
"2349","400013","Fitwalia Road 1 To 8","Maharashtra","19.004980087280273","72.828178405761720"
"2350","400014","Umrigan Wadi","Maharashtra","19.021240234375000","72.847114562988280"
"2351","400015","Gadi Adda","Maharashtra","18.999746322631836","72.851493835449220"
"2352","400016","P R(N S Rd No2 In J V P D","Maharashtra","19.036067962646484","72.841667175292970"
"2353","400017","Illi Wadi","Maharashtra","19.044195175170900","72.857131958007810"
"2354","400018","Gandhi Nagar","Maharashtra","19.001361846923828","72.820755004882810"
"2355","400019","R P Masani Road","Maharashtra","19.026597976684570","72.856964111328120"
"2356","400020","S N D T Road","Maharashtra","18.948129653930664","72.827331542968750"
"2357","400021","Oberoi Hotel Towers","Maharashtra","18.926902770996094","72.822731018066400"
"2358","400022","R Q K R/B/Iii 3to7 11to12","Maharashtra","19.041215896606445","72.869094848632810"
"2359","400023","Oak Lane","Maharashtra","18.927791595458984","72.828353881835940"
"2360","400025","B.P.T Colony","Maharashtra","19.016628265380860","72.829940795898440"
"2361","400026","Haji Ali Darga","Maharashtra","18.970565795898438","72.808197021484380"
"2362","400027","D K C M Sussex Rd Towards","Maharashtra","18.976945877075195","72.835678100585940"
"2363","400028","Old Prabhadevi Rd 1to64","Maharashtra","19.017818450927734","72.835929870605470"
"2364","400029","Yogiraj Ashram","Maharashtra","19.151622772216797","72.854980468750000"
"2365","400031","Wadala","Maharashtra","19.010839462280273","72.849723815917970"
"2366","400032","University","Maharashtra","18.927503585815430","72.829078674316400"
"2367","400033","Fer Bundar Road","Maharashtra","18.981851577758790","72.840576171875000"
"2368","400034","Falkand Bridge","Maharashtra","18.976686477661133","72.812370300292970"
"2369","400035","Raj Bhavan (Bombay)","Maharashtra","19.039844512939453","72.809661865234380"
"2370","400036","A K Marg","Maharashtra","18.964235305786133","72.806274414062500"
"2371","400037","Acharya Atre Nagar","Maharashtra","19.023073196411133","72.867622375488280"
"2372","400038","Indira Dock Blue Gate","Maharashtra","18.934940338134766","72.838729858398440"
"2373","400039","Ormiston Road","Maharashtra","18.957460403442383","72.831100463867190"
"2374","400042","Kanjur Marg","Maharashtra","19.135896682739258","72.938621520996100"
"2375","400049","A B Nair Marg","Maharashtra","19.250169754028320","72.802551269531250"
"2376","400050","Ice Factory Lane","Maharashtra","19.059068679809570","72.825683593750000"
"2377","400051","M I G Colony","Maharashtra","19.058212280273438","72.851768493652340"
"2378","400052","Zhabwala Chowk","Maharashtra","19.076646804809570","72.833152770996100"
"2379","400054","Dadabhoy Cross Lane","Maharashtra","19.080015182495117","72.833251953125000"
"2380","400055","Vakola Bridge","Maharashtra","19.080764770507812","72.846809387207030"
"2381","400056","Dadabhoy Road","Maharashtra","19.021436691284180","73.112258911132810"
"2382","400057","G I Marg (Suri P Vile P)","Maharashtra","19.103172302246094","72.849571228027340"
"2383","400058","Dadabhoy Navrojinagar Rd","Maharashtra","19.125732421875000","72.842674255371100"
"2384","400059","J B Nagar","Maharashtra","19.113792419433594","72.869697570800780"
"2385","400060","Idgah Maidan","Maharashtra","19.135585784912110","72.858390808105470"
"2386","400061","Machhali Mar Colony","Maharashtra","19.133735656738280","72.814880371093750"
"2387","400062","Udyognagar","Maharashtra","19.161464691162110","72.848464965820310"
"2388","400063","Walbhat Road","Maharashtra","19.169057846069336","72.859420776367190"
"2389","400064","Yamunabhai Pada","Maharashtra","19.195941925048828","72.839675903320310"
"2390","400065","Aarey Milk Colony","Maharashtra","19.171258926391600","72.893211364746100"
"2391","400066","Adarsha Nagar (Borivli East)","Maharashtra","19.229000091552734","72.861968994140620"
"2392","400067","S V Patel Road","Maharashtra","19.207721710205078","72.837387084960940"
"2393","400068","Dadi Industrial Estate","Maharashtra","19.248477935791016","72.860145568847660"
"2394","400069","M Deshpande Marg (K No 4)","Maharashtra","19.129545211791992","72.852943420410160"
"2395","400070","C S T Road 297to Surve 14","Maharashtra","19.080223083496094","72.883277893066400"
"2396","400071","N B Patil Marg(Gr I M Wa)","Maharashtra","19.123159408569336","72.909393310546880"
"2397","400074","F C I Bombay","Maharashtra","19.035402297973633","72.894378662109380"
"2398","400075","Railway Colony","Maharashtra","19.091985702514650","72.916770935058600"
"2399","400076","I I T Bombay","Maharashtra","19.125881195068360","72.918708801269530"
"2400","400077","R B Mehta Road","Maharashtra","19.072212219238280","72.908416748046880"
"2401","400078","M E S Camp","Maharashtra","19.153873443603516","72.941932678222660"
"2402","400079","Fire Brigade Bus Termin","Maharashtra","19.106327056884766","72.913642883300780"
"2403","400080","Zulilal Mandir Cross Road","Maharashtra","19.174459457397460","72.949111938476560"
"2404","400081","G V Scheme Road","Maharashtra","19.169517517089844","72.963928222656250"
"2405","400082","B.E.S.T. Nagar","Maharashtra","19.172897338867188","72.934928894042970"
"2406","400083","Tagore Nagar","Maharashtra","19.114944458007812","72.932373046875000"
"2407","400084","Captains Colony","Maharashtra","19.112649917602540","72.917320251464840"
"2408","400086","Cama Lane","Maharashtra","19.088138580322266","72.905242919921880"
"2409","400087","N I T I E Bombay","Maharashtra","19.135242462158203","72.900550842285160"
"2410","400088","Waman Tukaram Patel Marg","Maharashtra","19.044258117675780","72.926361083984380"
"2411","400089","M Labour Camp (1 Ot 30)","Maharashtra","19.059040069580078","72.898742675781250"
"2412","400092","Factory Lane","Maharashtra","19.225513458251953","72.848060607910160"
"2413","400093","Gandhi Nagar","Maharashtra","19.126850128173828","72.865547180175780"
"2414","400098","Vakola Village Road","Maharashtra","19.070104598999023","72.863395690917970"
"2415","400099","Dadoji Kondadeo Nagar","Maharashtra","19.112434387207030","72.856132507324220"
"2416","400101","Gajanan D Joshi H School","Maharashtra","19.207487106323242","72.866279602050780"
"2417","400102","G Ward","Maharashtra","19.147027969360350","72.835754394531250"
"2418","400103","Eksar Village","Maharashtra","19.238306045532227","72.845985412597660"
"2419","400604","Wagle Modelagram","Maharashtra","19.193853378295900","72.953468322753900"
"2420","400605","Kalwa","Maharashtra","19.196245193481445","72.990470886230470"
"2421","400606","J K Gram","Maharashtra","19.218429565429688","72.955757141113280"
"2422","401204","Vajreshwari","Maharashtra","19.497205734252930","73.031089782714840"
"2423","401603","Jawhar","Maharashtra","19.941829681396484","73.194183349609380"
"2424","401606","Talasari","Maharashtra","20.191270828247070","72.835494995117190"
"2425","402111","Tale","Maharashtra","18.289531707763672","73.139320373535160"
"2426","402113","Walwati","Maharashtra","18.067123413085938","73.011772155761720"
"2427","402204","Nagaon","Maharashtra","18.631864547729492","72.891197204589840"
"2428","402401","Janjira Murud","Maharashtra","18.303590774536133","72.986228942871100"
"2429","403001","Panaji H O","Goa","15.497334480285645","73.821876525878900"
"2430","403002","Caranzalem","Goa","15.474264144897461","73.813179016113280"
"2431","403004","Panaji","Goa","15.458909988403320","73.813674926757810"
"2432","403006","Rabindar Panaji","Goa","15.496739387512207","73.868209838867190"
"2433","403103","Sisoda","Goa","15.320083618164062","74.029754638671880"
"2434","403107","Mareela","Goa","15.514303207397461","73.964691162109380"
"2435","403108","Goa Velha","Goa","15.502332687377930","73.911743164062500"
"2436","403110","Corlim Industrial Estate","Goa","15.496121406555176","73.931922912597660"
"2437","403203","Pilar","Goa","15.442561149597168","73.895050048828120"
"2438","403401","Ponda","Goa","15.403726577758789","74.001823425292970"
"2439","403402","Velhagao","Goa","15.485735893249512","73.911178588867190"
"2440","403404","Mardol","Goa","15.416833877563477","73.976181030273440"
"2441","403406","Tisea","Goa","15.418537139892578","74.080993652343750"
"2442","403501","Porvorim","Goa","15.540221214294434","73.816963195800780"
"2443","403502","Tivim","Goa","15.621652603149414","73.853286743164060"
"2444","403503","Assonera","Goa","15.641672134399414","73.890655517578120"
"2445","403505","Santacruz Central","Goa","15.559184074401855","74.010314941406250"
"2446","403506","Valpoi","Goa","15.546185493469238","74.011428833007810"
"2447","403507","Mapuca","Goa","15.595547676086426","73.812606811523440"
"2448","403508","Aldana","Goa","15.589219093322754","73.874305725097660"
"2449","403509","Anjuna","Goa","15.597155570983887","73.743316650390620"
"2450","403510","Parra","Goa","15.572733879089355","73.800727844238280"
"2451","403511","Saligao","Goa","15.518858909606934","73.801055908203120"
"2452","403512","Pernem","Goa","15.648496627807617","73.746902465820310"
"2453","403513","Colvale","Goa","15.654391288757324","73.844299316406250"
"2454","403515","Candolim","Goa","15.513642311096191","73.778282165527340"
"2455","403516","Calangute","Goa","15.547507286071777","73.762283325195310"
"2456","403517","Siolim","Goa","15.621629714965820","73.774391174316400"
"2457","403518","Avpara","Goa","15.574312210083008","73.762580871582030"
"2458","403519","Sinquerim","Goa","15.643442153930664","73.742027282714840"
"2459","403521","Alto Provirim","Goa","15.520698547363281","73.828330993652340"
"2460","403523","Carona(Aldona)","Goa","15.550211906433105","73.883651733398440"
"2461","403527","Mandrem","Goa","15.660438537597656","73.715240478515620"
"2462","403529","Corlin","Goa","15.578157424926758","73.969749450683600"
"2463","403601","Margaon H O","Goa","15.276684761047363","73.963951110839840"
"2464","403602","Fatorda","Goa","15.288666725158691","73.970977783203120"
"2465","403603","Belui","Goa","15.156502723693848","74.014266967773440"
"2466","403604","Nuvem","Goa","15.312488555908203","73.944595336914060"
"2467","403701","Assolna","Goa","15.317187309265137","73.930488586425780"
"2468","403702","Canacona","Goa","15.008116722106934","74.035911560058600"
"2469","403704","Sanquem","Goa","15.227608680725098","74.150054931640620"
"2470","403705","Qupem","Goa","15.215411186218262","74.106849670410160"
"2471","403706","Curchorem","Goa","15.261859893798828","74.108116149902340"
"2472","403707","Navelim","Goa","15.197835922241211","73.979469299316400"
"2473","403708","Colva","Goa","15.279172897338867","73.929321289062500"
"2474","403709","Curotorim","Goa","15.291368484497070","74.019470214843750"
"2475","403711","Chicalim","Goa","15.392642974853516","73.840866088867190"
"2476","403712","Can Sanlim","Goa","15.339711189270020","73.899192810058600"
"2477","403713","Majorda","Goa","15.307948112487793","73.911338806152340"
"2478","403714","Chandor","Goa","15.258013725280762","74.041603088378900"
"2479","403716","Benavlim","Goa","15.248412132263184","73.937629699707030"
"2480","403721","Varea","Goa","15.216727256774902","73.937171936035160"
"2481","403722","Verna","Goa","15.361606597900390","73.926231384277340"
"2482","403723","Velim","Goa","15.174487113952637","73.974258422851560"
"2483","403724","Orelm (Goa)","Goa","15.224425315856934","73.947929382324220"
"2484","403726","Zuari Nagar (Margaon)","Goa","15.383959770202637","73.874069213867190"
"2485","403728","Lolien","Goa","14.959153175354004","74.053398132324220"
"2486","403801","Air Port Dabolim","Goa","15.391745567321777","73.839744567871100"
"2487","403802","Vasco-Da-Gama Town","Goa","15.397125244140625","73.814437866210940"
"2488","403803","Marmugao","Goa","15.400877952575684","73.811264038085940"
"2489","410208","M I D C Taloja","Maharashtra","19.068849563598633","73.112121582031250"
"2490","410209","J C I E Kamothe","Maharashtra","19.017387390136720","73.095069885253900"
"2491","410401","Lonavala","Maharashtra","18.740276336669922","73.433471679687500"
"2492","410505","Raj Guru Nagar","Maharashtra","18.880821228027344","74.039123535156250"
"2493","410506","Talegaon Dabhada","Maharashtra","18.605659484863280","73.687469482421880"
"2494","410507","Talegaon Gen Hospital","Maharashtra","18.733610153198242","73.675361633300780"
"2495","410515","Kalamb","Maharashtra","19.065744400024414","73.914390563964840"
"2496","411006","Yerwada","Maharashtra","18.602407455444336","74.023101806640620"
"2497","411013","Hadapsar I F","Maharashtra","18.512720108032227","73.921386718750000"
"2498","411017","Pimpri","Maharashtra","18.614898681640625","73.796875000000000"
"2499","411025","I A T Pune","Maharashtra","18.399341583251953","73.733360290527340"
"2500","411028","Hadapsar","Maharashtra","18.519657135009766","73.924186706542970"
"2501","411030","S P Saniwar Peth","Maharashtra","18.502582550048828","73.844848632812500"
"2502","411032","I A F Station Pune","Maharashtra","18.583177566528320","73.900779724121100"
"2503","411038","Ex Serviceman","Maharashtra","18.512472152709960","73.816825866699220"
"2504","411041","Vadgaon Bk","Maharashtra","18.449407577514650","73.822570800781250"
"2505","412106","Vadgaon","Maharashtra","18.752017974853516","73.630607604980470"
"2506","412201","Loni Kalbhor","Maharashtra","18.487936019897460","74.054153442382810"
"2507","412207","Vagholi","Maharashtra","18.580753326416016","74.017898559570310"
"2508","412208","Talegaon Dhamdhera","Maharashtra","18.687705993652344","74.135330200195310"
"2509","412214","Yawat","Maharashtra","18.475477218627930","74.243225097656250"
"2510","412303","Jejuri","Maharashtra","18.289859771728516","74.151451110839840"
"2511","412402","Vada (Pune)","Maharashtra","18.985033035278320","73.746200561523440"
"2512","412403","Pabai","Maharashtra","18.785486221313477","74.031700134277340"
"2513","412404","Kadur","Maharashtra","18.899076461791992","73.818901062011720"
"2514","412803","Wai","Maharashtra","17.953149795532227","73.883033752441400"
"2515","413003","Zilla Nayalaya (Sholapur)","Maharashtra","17.664173126220703","75.899078369140620"
"2516","413004","Indira Nagar (Sholapur)","Maharashtra","17.643424987792970","75.904388427734380"
"2517","413006","M I D C Sholapur","Maharashtra","17.655113220214844","75.949279785156250"
"2518","413106","Indapur","Maharashtra","18.119659423828125","75.025352478027340"
"2519","413111","Sadashivaangai","Maharashtra","17.868661880493164","74.825225830078120"
"2520","413117","Lasurna","Maharashtra","18.087633132934570","74.765686035156250"
"2521","413118","Yeshwantnagar Pandharpur","Maharashtra","17.862037658691406","75.002830505371100"
"2522","413201","Jamkhed","Maharashtra","18.736547470092773","75.278244018554690"
"2523","413202","Jeur (Pandharpur)","Maharashtra","18.259983062744140","75.164268493652340"
"2524","413218","Vadhadari","Maharashtra","17.613607406616210","76.358444213867190"
"2525","413227","Nagamsur","Maharashtra","17.391921997070312","76.169288635253900"
"2526","413246","Vadala","Maharashtra","17.874343872070312","75.833671569824220"
"2527","413251","Sada","Maharashtra","18.265102386474610","75.303306579589840"
"2528","413309","Javala","Maharashtra","17.321874618530273","75.250984191894530"
"2529","413318","Nagaj","Maharashtra","17.145086288452150","74.936546325683600"
"2530","413402","Vairag","Maharashtra","18.060241699218750","75.800323486328120"
"2531","413405","Yedshi","Maharashtra","18.315418243408203","75.964485168457030"
"2532","413406","Gandgaon","Maharashtra","18.059307098388672","75.919433593750000"
"2533","413501","Osmanabad H O","Maharashtra","18.198770523071290","76.059623718261720"
"2534","413507","Kalamb (Osmanabad)","Maharashtra","18.562950134277344","75.959228515625000"
"2535","413512","Latur Patel Road","Maharashtra","18.396623611450195","76.542839050292970"
"2536","413517","Udgir","Maharashtra","18.401197433471680","77.036476135253900"
"2537","413525","Yermala","Maharashtra","18.412517547607422","75.882858276367190"
"2538","413527","Rainapur","Maharashtra","18.497545242309570","76.632019042968750"
"2539","413529","Wadala Nagnath","Maharashtra","18.550519943237305","76.754936218261720"
"2540","413534","Leet","Maharashtra","18.624114990234375","75.599021911621100"
"2541","413546","Jalkol","Maharashtra","18.629060745239258","77.178298950195310"
"2542","413606","Omerga","Maharashtra","17.844608306884766","76.607582092285160"
"2543","413608","Lohara","Maharashtra","17.982282638549805","76.338768005371100"
"2544","413705","Rahuri","Maharashtra","19.391000747680664","74.647186279296880"
"2545","413706","Rahuri Factory","Maharashtra","19.432527542114258","74.514961242675780"
"2546","413713","Loni Khurd","Maharashtra","19.573299407958984","74.471069335937500"
"2547","413721","Padhegaon","Maharashtra","19.523933410644530","74.773132324218750"
"2548","413722","Rahuri M P K Vidyapith","Maharashtra","19.312242507934570","74.621620178222660"
"2549","413725","Takli Bhor","Maharashtra","19.617242813110350","74.826141357421880"
"2550","413728","Kalgaon (Ahmednagar)","Maharashtra","18.765136718750000","74.697143554687500"
"2551","413736","Loni B K","Maharashtra","19.590892791748047","74.429092407226560"
"2552","413737","Babhaleshwer","Maharashtra","19.617036819458008","74.540992736816400"
"2553","413739","Vadala Mahadeo","Maharashtra","19.631258010864258","74.733192443847660"
"2554","414001","M G Udyan","Maharashtra","19.084051132202150","74.742919921875000"
"2555","414103","Jamgaon","Maharashtra","19.063669204711914","74.622314453125000"
"2556","414202","Kada","Maharashtra","18.938383102416992","75.023551940917970"
